onset	duration	label
553.44	4.035	eyes_closed	
578.01	4.155	eyes_closed	
602.72	2.82	eyes_closed	
629.43	2.565	eyes_closed	
653.315	3.39	eyes_closed	
669.98	2.6	eyes_closed	
680.13	3.89	eyes_closed	
695.385	3.045	eyes_closed	
724.47	3.47	eyes_closed	
743.405	2.98	eyes_closed	
747.635	2.91	eyes_closed	
754.53	2.845	eyes_closed	
766.27	2.82	eyes_closed	
770.19	2.62	eyes_closed	
